activity_log_id,provider_id,actor_type,actor_user_id,event_type,entity_type,entity_id,message,metadata,created_at
64,P003,USER,U303,CONTRACT_PUBLISHED,Contract,C005,Contract C005 published for bidding window.,"{""status"": ""Published"", ""contractId"": ""C005""}",2025-04-22T08:00:00+00:00
312,P001,SYSTEM,,INVOICE_CREATED,ServiceOrder,27,Invoice created for service order 27.,"{""amount"": 24200.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 27}",2025-04-25T15:00:00+00:00
151,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,25,Offer 25 submitted for service request SR010.,"{""offerId"": 25, ""dailyRate"": 428, ""totalCost"": 44456.0, ""serviceRequestId"": ""SR010""}",2025-04-25T15:30:00+00:00
152,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,26,Offer 26 submitted for service request SR010.,"{""offerId"": 26, ""dailyRate"": 620, ""totalCost"": 63640.0, ""serviceRequestId"": ""SR010""}",2025-04-25T15:30:00+00:00
381,P003,SYSTEM,,INVOICE_CREATED,ServiceOrder,36,Invoice created for service order 36.,"{""amount"": 32448.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 36}",2025-04-28T15:30:00+00:00
153,P002,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,25,Offer 25 accepted for service request SR010.,"{""offerId"": 25, ""serviceRequestId"": ""SR010""}",2025-04-30T15:30:00+00:00
154,P002,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,10,Service order 10 created from accepted offer 25.,"{""contractId"": ""C002"", ""serviceOrderId"": 10, ""serviceRequestId"": ""SR010""}",2025-04-30T17:00:00+00:00
81,P002,SYSTEM,,SERVICE_ORDER_COMPLETED,ServiceOrder,1,Service order 1 completed.,"{""status"": ""Completed"", ""serviceOrderId"": 1}",2025-05-03T14:30:00+00:00
126,P001,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR007,Service request SR007 received and opened.,"{""type"": ""Single"", ""contractId"": ""C001"", ""serviceRequestId"": ""SR007""}",2025-05-11T08:45:00+00:00
127,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,17,Offer 17 submitted for service request SR007.,"{""offerId"": 17, ""dailyRate"": 1057, ""totalCost"": 18149.0, ""serviceRequestId"": ""SR007""}",2025-05-12T08:45:00+00:00
128,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,18,Offer 18 submitted for service request SR007.,"{""offerId"": 18, ""dailyRate"": 527, ""totalCost"": 9139.0, ""serviceRequestId"": ""SR007""}",2025-05-15T08:45:00+00:00
129,P002,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,18,Offer 18 accepted for service request SR007.,"{""offerId"": 18, ""serviceRequestId"": ""SR007""}",2025-05-17T08:45:00+00:00
130,P002,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,7,Service order 7 created from accepted offer 18.,"{""contractId"": ""C001"", ""serviceOrderId"": 7, ""serviceRequestId"": ""SR007""}",2025-05-20T13:00:00+00:00
313,P001,SYSTEM,,INVOICE_PAID,ServiceOrder,27,Invoice paid for service order 27.,"{""amount"": 24200.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 27}",2025-05-20T15:00:00+00:00
148,P003,SYSTEM,,INVOICE_PAID,ServiceOrder,9,Invoice paid for service order 9.,"{""amount"": 2955.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 9}",2025-05-21T17:00:00+00:00
359,P003,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR037,Service request SR037 received and opened.,"{""type"": ""Work Contract"", ""contractId"": ""C005"", ""serviceRequestId"": ""SR037""}",2025-06-01T08:00:00+00:00
421,P001,SYSTEM,,SERVICE_ORDER_COMPLETED,ServiceOrder,40,Service order 40 completed.,"{""status"": ""Completed"", ""serviceOrderId"": 40}",2025-06-02T13:45:00+00:00
155,P002,SYSTEM,,INVOICE_CREATED,ServiceOrder,10,Invoice created for service order 10.,"{""amount"": 44456.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 10}",2025-06-05T17:00:00+00:00
360,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,94,Offer 94 submitted for service request SR037.,"{""offerId"": 94, ""dailyRate"": 866, ""totalCost"": 10392.0, ""serviceRequestId"": ""SR037""}",2025-06-06T08:00:00+00:00
361,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,95,Offer 95 submitted for service request SR037.,"{""offerId"": 95, ""dailyRate"": 609, ""totalCost"": 7308.0, ""serviceRequestId"": ""SR037""}",2025-06-07T08:00:00+00:00
133,P001,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR008,Service request SR008 received and opened.,"{""type"": ""Work Contract"", ""contractId"": ""C001"", ""serviceRequestId"": ""SR008""}",2025-06-07T15:30:00+00:00
136,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,21,Offer 21 submitted for service request SR008.,"{""offerId"": 21, ""dailyRate"": 699, ""totalCost"": 12582.0, ""serviceRequestId"": ""SR008""}",2025-06-09T15:30:00+00:00
134,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,19,Offer 19 submitted for service request SR008.,"{""offerId"": 19, ""dailyRate"": 975, ""totalCost"": 17550.0, ""serviceRequestId"": ""SR008""}",2025-06-10T15:30:00+00:00
362,P001,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,95,Offer 95 accepted for service request SR037.,"{""offerId"": 95, ""serviceRequestId"": ""SR037""}",2025-06-12T08:00:00+00:00
363,P001,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,34,Service order 34 created from accepted offer 95.,"{""contractId"": ""C005"", ""serviceOrderId"": 34, ""serviceRequestId"": ""SR037""}",2025-06-12T11:15:00+00:00
135,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,20,Offer 20 submitted for service request SR008.,"{""offerId"": 20, ""dailyRate"": 457, ""totalCost"": 8226.0, ""serviceRequestId"": ""SR008""}",2025-06-13T15:30:00+00:00
382,P003,SYSTEM,,INVOICE_PAID,ServiceOrder,36,Invoice paid for service order 36.,"{""amount"": 32448.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 36}",2025-06-14T15:30:00+00:00
137,P002,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,20,Offer 20 accepted for service request SR008.,"{""offerId"": 20, ""serviceRequestId"": ""SR008""}",2025-06-16T15:30:00+00:00
138,P002,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,8,Service order 8 created from accepted offer 20.,"{""contractId"": ""C001"", ""serviceOrderId"": 8, ""serviceRequestId"": ""SR008""}",2025-06-18T14:00:00+00:00
314,P001,SYSTEM,,SERVICE_ORDER_COMPLETED,ServiceOrder,27,Service order 27 completed.,"{""status"": ""Completed"", ""serviceOrderId"": 27}",2025-06-25T08:45:00+00:00
131,P002,SYSTEM,,INVOICE_CREATED,ServiceOrder,7,Invoice created for service order 7.,"{""amount"": 9139.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 7}",2025-06-26T13:00:00+00:00
366,P001,SYSTEM,,SERVICE_ORDER_COMPLETED,ServiceOrder,34,Service order 34 completed.,"{""status"": ""Completed"", ""serviceOrderId"": 34}",2025-06-28T08:45:00+00:00
65,P003,SYSTEM,,CONTRACT_AWARDED,Contract,C005,Contract C005 awarded to Bavaria Digital Services GmbH.,"{""awardId"": 5, ""contractId"": ""C005"", ""providerId"": ""P003""}",2025-06-30T15:30:00+00:00
364,P001,SYSTEM,,INVOICE_CREATED,ServiceOrder,34,Invoice created for service order 34.,"{""amount"": 7308.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 34}",2025-07-04T11:15:00+00:00
132,P002,SYSTEM,,SERVICE_ORDER_COMPLETED,ServiceOrder,7,Service order 7 completed.,"{""status"": ""Completed"", ""serviceOrderId"": 7}",2025-07-05T14:45:00+00:00
179,P001,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR014,Service request SR014 received and opened.,"{""type"": ""Work Contract"", ""contractId"": ""C002"", ""serviceRequestId"": ""SR014""}",2025-07-14T13:30:00+00:00
182,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,36,Offer 36 submitted for service request SR014.,"{""offerId"": 36, ""dailyRate"": 869, ""totalCost"": 52500.0, ""serviceRequestId"": ""SR014""}",2025-07-16T13:30:00+00:00
139,P002,SYSTEM,,INVOICE_CREATED,ServiceOrder,8,Invoice created for service order 8.,"{""amount"": 8226.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 8}",2025-07-17T14:00:00+00:00
184,P001,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,13,Service order 13 created from accepted offer 35.,"{""contractId"": ""C002"", ""serviceOrderId"": 13, ""serviceRequestId"": ""SR014""}",2025-07-17T18:15:00+00:00
186,P001,USER,U101,SERVICE_ORDER_CHANGE_REQUEST_CREATED,ServiceOrderChangeRequest,4,Change request 4 (Substitution) created for order 13.,"{""type"": ""Substitution"", ""serviceOrderId"": 13, ""changeRequestId"": 4}",2025-07-18T18:15:00+00:00
181,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,35,Offer 35 submitted for service request SR014.,"{""offerId"": 35, ""dailyRate"": 758, ""totalCost"": 45960.0, ""serviceRequestId"": ""SR014""}",2025-07-19T13:30:00+00:00
180,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,34,Offer 34 submitted for service request SR014.,"{""offerId"": 34, ""dailyRate"": 937, ""totalCost"": 56700.0, ""serviceRequestId"": ""SR014""}",2025-07-20T13:30:00+00:00
383,P003,SYSTEM,,SERVICE_ORDER_COMPLETED,ServiceOrder,36,Service order 36 completed.,"{""status"": ""Completed"", ""serviceOrderId"": 36}",2025-07-21T13:15:00+00:00
471,P003,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR051,Service request SR051 received and opened.,"{""type"": ""Multi"", ""contractId"": ""C006"", ""serviceRequestId"": ""SR051""}",2025-07-23T08:30:00+00:00
183,P001,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,35,Offer 35 accepted for service request SR014.,"{""offerId"": 35, ""serviceRequestId"": ""SR014""}",2025-07-23T13:30:00+00:00
473,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,131,Offer 131 submitted for service request SR051.,"{""offerId"": 131, ""dailyRate"": 835, ""totalCost"": 3340.0, ""serviceRequestId"": ""SR051""}",2025-07-25T08:30:00+00:00
475,P001,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,46,Service order 46 created from accepted offer 130.,"{""contractId"": ""C006"", ""serviceOrderId"": 46, ""serviceRequestId"": ""SR051""}",2025-07-26T14:00:00+00:00
185,P001,SYSTEM,,INVOICE_CREATED,ServiceOrder,13,Invoice created for service order 13.,"{""amount"": 45960.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 13}",2025-07-27T18:15:00+00:00
472,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,130,Offer 130 submitted for service request SR051.,"{""offerId"": 130, ""dailyRate"": 490, ""totalCost"": 1960.0, ""serviceRequestId"": ""SR051""}",2025-07-28T08:30:00+00:00
474,P001,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,130,Offer 130 accepted for service request SR051.,"{""offerId"": 130, ""serviceRequestId"": ""SR051""}",2025-08-02T08:30:00+00:00
476,P001,SYSTEM,,INVOICE_CREATED,ServiceOrder,46,Invoice created for service order 46.,"{""amount"": 1960.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 46}",2025-08-18T14:00:00+00:00
393,P003,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR041,Service request SR041 received and opened.,"{""type"": ""Single"", ""contractId"": ""C005"", ""serviceRequestId"": ""SR041""}",2025-08-18T17:00:00+00:00
394,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,104,Offer 104 submitted for service request SR041.,"{""offerId"": 104, ""dailyRate"": 455, ""totalCost"": 1820.0, ""serviceRequestId"": ""SR041""}",2025-08-19T17:00:00+00:00
140,P002,SYSTEM,,INVOICE_PAID,ServiceOrder,8,Invoice paid for service order 8.,"{""amount"": 8226.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 8}",2025-08-20T14:00:00+00:00
396,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,106,Offer 106 submitted for service request SR041.,"{""offerId"": 106, ""dailyRate"": 421, ""totalCost"": 1684.0, ""serviceRequestId"": ""SR041""}",2025-08-21T17:00:00+00:00
397,P001,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,104,Offer 104 accepted for service request SR041.,"{""offerId"": 104, ""serviceRequestId"": ""SR041""}",2025-08-23T17:00:00+00:00
398,P001,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,38,Service order 38 created from accepted offer 104.,"{""contractId"": ""C005"", ""serviceOrderId"": 38, ""serviceRequestId"": ""SR041""}",2025-08-24T14:45:00+00:00
395,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,105,Offer 105 submitted for service request SR041.,"{""offerId"": 105, ""dailyRate"": 830, ""totalCost"": 3320.0, ""serviceRequestId"": ""SR041""}",2025-08-24T17:00:00+00:00
322,P002,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR032,Service request SR032 received and opened.,"{""type"": ""Work Contract"", ""contractId"": ""C004"", ""serviceRequestId"": ""SR032""}",2025-08-28T18:00:00+00:00
324,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,84,Offer 84 submitted for service request SR032.,"{""offerId"": 84, ""dailyRate"": 467, ""totalCost"": 33624.0, ""serviceRequestId"": ""SR032""}",2025-08-29T18:00:00+00:00
365,P001,SYSTEM,,INVOICE_PAID,ServiceOrder,34,Invoice paid for service order 34.,"{""amount"": 7308.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 34}",2025-08-30T11:15:00+00:00
325,P003,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,84,Offer 84 accepted for service request SR032.,"{""offerId"": 84, ""serviceRequestId"": ""SR032""}",2025-08-30T18:00:00+00:00
326,P003,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,29,Service order 29 created from accepted offer 84.,"{""contractId"": ""C004"", ""serviceOrderId"": 29, ""serviceRequestId"": ""SR032""}",2025-09-02T11:00:00+00:00
323,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,83,Offer 83 submitted for service request SR032.,"{""offerId"": 83, ""dailyRate"": 483, ""totalCost"": 34776.0, ""serviceRequestId"": ""SR032""}",2025-09-02T18:00:00+00:00
478,P001,SYSTEM,,SERVICE_ORDER_COMPLETED,ServiceOrder,46,Service order 46 completed.,"{""status"": ""Completed"", ""serviceOrderId"": 46}",2025-09-10T12:00:00+00:00
156,P002,SYSTEM,,SERVICE_ORDER_COMPLETED,ServiceOrder,10,Service order 10 completed.,"{""status"": ""Completed"", ""serviceOrderId"": 10}",2025-09-12T17:30:00+00:00
187,P001,USER,U103,SERVICE_ORDER_CHANGE_REQUEST_DECIDED,ServiceOrderChangeRequest,4,Change request 4 decided: Declined.,"{""status"": ""Declined"", ""serviceOrderId"": 13, ""changeRequestId"": 4}",2025-09-13T12:30:00+00:00
272,P002,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR026,Service request SR026 received and opened.,"{""type"": ""Single"", ""contractId"": ""C003"", ""serviceRequestId"": ""SR026""}",2025-09-13T14:45:00+00:00
274,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,67,Offer 67 submitted for service request SR026.,"{""offerId"": 67, ""dailyRate"": 896, ""totalCost"": 8960.0, ""serviceRequestId"": ""SR026""}",2025-09-14T14:45:00+00:00
477,P001,SYSTEM,,INVOICE_PAID,ServiceOrder,46,Invoice paid for service order 46.,"{""amount"": 1960.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 46}",2025-09-15T14:00:00+00:00
275,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,68,Offer 68 submitted for service request SR026.,"{""offerId"": 68, ""dailyRate"": 750, ""totalCost"": 7500.0, ""serviceRequestId"": ""SR026""}",2025-09-18T14:45:00+00:00
277,P003,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,23,Service order 23 created from accepted offer 66.,"{""contractId"": ""C003"", ""serviceOrderId"": 23, ""serviceRequestId"": ""SR026""}",2025-09-18T16:15:00+00:00
273,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,66,Offer 66 submitted for service request SR026.,"{""offerId"": 66, ""dailyRate"": 534, ""totalCost"": 5340.0, ""serviceRequestId"": ""SR026""}",2025-09-19T14:45:00+00:00
406,P003,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR043,Service request SR043 received and opened.,"{""type"": ""Single"", ""contractId"": ""C006"", ""serviceRequestId"": ""SR043""}",2025-09-22T08:15:00+00:00
407,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,110,Offer 110 submitted for service request SR043.,"{""offerId"": 110, ""dailyRate"": 943, ""totalCost"": 16271.0, ""serviceRequestId"": ""SR043""}",2025-09-23T08:15:00+00:00
276,P003,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,66,Offer 66 accepted for service request SR026.,"{""offerId"": 66, ""serviceRequestId"": ""SR026""}",2025-09-23T14:45:00+00:00
408,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,111,Offer 111 submitted for service request SR043.,"{""offerId"": 111, ""dailyRate"": 690, ""totalCost"": 11970.0, ""serviceRequestId"": ""SR043""}",2025-09-24T08:15:00+00:00
409,P002,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,111,Offer 111 accepted for service request SR043.,"{""offerId"": 111, ""serviceRequestId"": ""SR043""}",2025-09-25T08:15:00+00:00
399,P001,SYSTEM,,INVOICE_CREATED,ServiceOrder,38,Invoice created for service order 38.,"{""amount"": 1820.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 38}",2025-09-27T14:45:00+00:00
67,P001,USER,U101,CONTRACT_OFFER_SUBMITTED,ContractOffer,1,Submitted contract offer for contract C007.,"{""status"": ""Submitted"", ""contractId"": ""C007"", ""providerId"": ""P001""}",2025-10-02T09:15:00+00:00
410,P002,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,39,Service order 39 created from accepted offer 111.,"{""contractId"": ""C006"", ""serviceOrderId"": 39, ""serviceRequestId"": ""SR043""}",2025-10-04T18:30:00+00:00
68,P002,USER,U201,CONTRACT_OFFER_SUBMITTED,ContractOffer,2,Submitted contract offer for contract C007.,"{""status"": ""Submitted"", ""contractId"": ""C007"", ""providerId"": ""P002""}",2025-10-06T15:45:00+00:00
69,P003,USER,U301,CONTRACT_OFFER_SUBMITTED,ContractOffer,3,Submitted contract offer for contract C007.,"{""status"": ""Submitted"", ""contractId"": ""C007"", ""providerId"": ""P003""}",2025-10-06T18:30:00+00:00
327,P003,SYSTEM,,INVOICE_CREATED,ServiceOrder,29,Invoice created for service order 29.,"{""amount"": 33624.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 29}",2025-10-12T11:00:00+00:00
280,P003,SYSTEM,,SERVICE_ORDER_COMPLETED,ServiceOrder,23,Service order 23 completed.,"{""status"": ""Completed"", ""serviceOrderId"": 23}",2025-10-12T17:00:00+00:00
278,P003,SYSTEM,,INVOICE_CREATED,ServiceOrder,23,Invoice created for service order 23.,"{""amount"": 5340.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 23}",2025-10-13T16:15:00+00:00
157,P001,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR011,Service request SR011 received and opened.,"{""type"": ""Work Contract"", ""contractId"": ""C002"", ""serviceRequestId"": ""SR011""}",2025-10-19T16:30:00+00:00
400,P001,SYSTEM,,INVOICE_PAID,ServiceOrder,38,Invoice paid for service order 38.,"{""amount"": 1820.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 38}",2025-10-21T14:45:00+00:00
159,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,28,Offer 28 submitted for service request SR011.,"{""offerId"": 28, ""dailyRate"": 534, ""totalCost"": 35088.0, ""serviceRequestId"": ""SR011""}",2025-10-21T16:30:00+00:00
357,P001,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,33,Service order 33 created from accepted offer 93.,"{""contractId"": ""C005"", ""serviceOrderId"": 33, ""serviceRequestId"": ""SR036""}",2025-10-22T13:15:00+00:00
353,P003,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR036,Service request SR036 received and opened.,"{""type"": ""Multi"", ""contractId"": ""C005"", ""serviceRequestId"": ""SR036""}",2025-10-22T16:00:00+00:00
354,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,92,Offer 92 submitted for service request SR036.,"{""offerId"": 92, ""dailyRate"": 1279, ""totalCost"": 29897.0, ""serviceRequestId"": ""SR036""}",2025-10-24T16:00:00+00:00
160,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,29,Offer 29 submitted for service request SR011.,"{""offerId"": 29, ""dailyRate"": 643, ""totalCost"": 41846.0, ""serviceRequestId"": ""SR011""}",2025-10-24T16:30:00+00:00
158,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,27,Offer 27 submitted for service request SR011.,"{""offerId"": 27, ""dailyRate"": 812, ""totalCost"": 51784.0, ""serviceRequestId"": ""SR011""}",2025-10-24T16:30:00+00:00
355,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,93,Offer 93 submitted for service request SR036.,"{""offerId"": 93, ""dailyRate"": 965, ""totalCost"": 22435.0, ""serviceRequestId"": ""SR036""}",2025-10-25T16:00:00+00:00
161,P001,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,28,Offer 28 accepted for service request SR011.,"{""offerId"": 28, ""serviceRequestId"": ""SR011""}",2025-10-26T16:30:00+00:00
356,P001,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,93,Offer 93 accepted for service request SR036.,"{""offerId"": 93, ""serviceRequestId"": ""SR036""}",2025-10-28T16:00:00+00:00
372,P001,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,35,Service order 35 created from accepted offer 96.,"{""contractId"": ""C005"", ""serviceOrderId"": 35, ""serviceRequestId"": ""SR038""}",2025-10-31T13:30:00+00:00
367,P003,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR038,Service request SR038 received and opened.,"{""type"": ""Single"", ""contractId"": ""C005"", ""serviceRequestId"": ""SR038""}",2025-10-31T17:00:00+00:00
315,P002,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR031,Service request SR031 received and opened.,"{""type"": ""Work Contract"", ""contractId"": ""C004"", ""serviceRequestId"": ""SR031""}",2025-11-01T16:15:00+00:00
162,P001,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,11,Service order 11 created from accepted offer 28.,"{""contractId"": ""C002"", ""serviceOrderId"": 11, ""serviceRequestId"": ""SR011""}",2025-11-02T15:30:00+00:00
370,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,98,Offer 98 submitted for service request SR038.,"{""offerId"": 98, ""dailyRate"": 798, ""totalCost"": 5586.0, ""serviceRequestId"": ""SR038""}",2025-11-02T17:00:00+00:00
279,P003,SYSTEM,,INVOICE_PAID,ServiceOrder,23,Invoice paid for service order 23.,"{""amount"": 5340.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 23}",2025-11-03T16:15:00+00:00
369,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,97,Offer 97 submitted for service request SR038.,"{""offerId"": 97, ""dailyRate"": 1281, ""totalCost"": 8967.0, ""serviceRequestId"": ""SR038""}",2025-11-03T17:00:00+00:00
368,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,96,Offer 96 submitted for service request SR038.,"{""offerId"": 96, ""dailyRate"": 605, ""totalCost"": 4235.0, ""serviceRequestId"": ""SR038""}",2025-11-04T17:00:00+00:00
411,P002,SYSTEM,,INVOICE_CREATED,ServiceOrder,39,Invoice created for service order 39.,"{""amount"": 11970.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 39}",2025-11-04T18:30:00+00:00
328,P003,SYSTEM,,INVOICE_PAID,ServiceOrder,29,Invoice paid for service order 29.,"{""amount"": 33624.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 29}",2025-11-05T11:00:00+00:00
317,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,82,Offer 82 submitted for service request SR031.,"{""offerId"": 82, ""dailyRate"": 715, ""totalCost"": 2145.0, ""serviceRequestId"": ""SR031""}",2025-11-05T16:15:00+00:00
319,P001,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,28,Service order 28 created from accepted offer 81.,"{""contractId"": ""C004"", ""serviceOrderId"": 28, ""serviceRequestId"": ""SR031""}",2025-11-06T13:15:00+00:00
316,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,81,Offer 81 submitted for service request SR031.,"{""offerId"": 81, ""dailyRate"": 622, ""totalCost"": 1866.0, ""serviceRequestId"": ""SR031""}",2025-11-07T16:15:00+00:00
371,P001,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,96,Offer 96 accepted for service request SR038.,"{""offerId"": 96, ""serviceRequestId"": ""SR038""}",2025-11-07T17:00:00+00:00
413,P002,SYSTEM,,SERVICE_ORDER_COMPLETED,ServiceOrder,39,Service order 39 completed.,"{""status"": ""Completed"", ""serviceOrderId"": 39}",2025-11-08T12:45:00+00:00
412,P002,SYSTEM,,INVOICE_PAID,ServiceOrder,39,Invoice paid for service order 39.,"{""amount"": 11970.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 39}",2025-11-09T18:30:00+00:00
318,P001,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,81,Offer 81 accepted for service request SR031.,"{""offerId"": 81, ""serviceRequestId"": ""SR031""}",2025-11-10T16:15:00+00:00
432,P003,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR046,Service request SR046 received and opened.,"{""type"": ""Single"", ""contractId"": ""C006"", ""serviceRequestId"": ""SR046""}",2025-11-15T08:00:00+00:00
